"Terms searched for in same 15 second clip: (""palestinian"" OR ""gazan"" OR ""gaza"" OR ""gazans"" OR ""palestinians"" OR ""israeli"" OR ""israel"" OR ""israelis"") AND (""massacring"" OR ""massacre"" OR ""massacres"" OR ""brutal"" OR ""slaughter"" OR ""slaughters"" OR ""slaughtering"" OR ""barbaric"" OR ""savage"")",,,,,,
,,,,,,
,,,,,,
URL,MatchDateTime,Day,Station,Show,Snippet,Victim
https://archive.org/details/MSNBCW_20231012_060000_The_11th_Hour_With_Stephanie_Ruhle#start/332/end/367,10/12/2023 6:05:47,10/12/2023,MSNBC,The 11th Hour With Stephanie Ruhle,"wherever hamas is located, wherever their terror capabilities are located, that's where we are going to find them. israel says it has no choice but to go in, that no nation could accept terrorists next door willing to slaughter women",Israeli Victims
https://archive.org/details/MSNBCW_20231012_050000_The_Last_Word_With_Lawrence_ODonnell#start/2983/end/3018,10/12/2023 5:49:58,10/12/2023,MSNBC,The Last Word With Lawrence ODonnell,"when it launched that brutal assault into israel, killing 1200 israelis. going house to house, using paragliders, using boats to get around the israeli defenses. so this group has improved, and hamas says it is welcoming a",Israeli Victims
https://archive.org/details/CNNW_20231012_050000_The_Source_With_Kaitlan_Collins#start/745/end/780,10/12/2023 5:12:40,10/12/2023,CNN,The Source With Kaitlan Collins,to hamas. he has become like a got to some of the palestinians because of what he has done. many palestinians are dismayed by the massacre and the bloodshed that is followed.,Israeli Victims
https://archive.org/details/MSNBCW_20231012_030000_The_11th_Hour_With_Stephanie_Ruhle#start/1574/end/1609,10/12/2023 3:26:29,10/12/2023,MSNBC,The 11th Hour With Stephanie Ruhle,"the new summer family meal. starting at $24. only at el pollo loco. israeli leaders are taking. steps to stabilize their government tonight, after the brutal terrorist attack from hamas. prime minister, benjamin netanyahu, has official formed a unity government with",Israeli Victims
https://archive.org/details/CNNW_20231012_030000_Laura_Coates_Live#start/104/end/139,10/12/2023 3:01:59,10/12/2023,CNN,Laura Coates Live,"tomorrow, it is actually already tomorrow. in israel. but the summit is actually not bringing more answers on the fifth day of a brutal war. and i don't know about you, but",Israeli Victims
https://archive.org/details/MSNBCW_20231012_020000_The_Last_Word_With_Lawrence_ODonnell#start/2983/end/3018,10/12/2023 2:49:58,10/12/2023,MSNBC,The Last Word With Lawrence ODonnell,"this will be a hard fight. because hamas is ready. we saw how prepared hamas was when it launched that brutal assault into israel, killing 1200 israelis. going house to house, using paragliders, using boats to get around the israeli defenses.",Israeli Victims
https://archive.org/details/CNNW_20231012_020000_CNN_NewsNight_with_Abby_Phillip#start/230/end/265,10/12/2023 2:04:05,10/12/2023,CNN,CNN NewsNight with Abby Phillip,"israel. thousands more are hurt. in the wake of these strikes, following the massacre. palestinian officials say more than 1100 with have been killed in gaza. among those killed in israel, 22 american citizens and 17 more are still missing. the president and his",Israeli Victims
https://archive.org/details/MSNBCW_20231012_000000_All_In_With_Chris_Hayes#start/1293/end/1328,10/12/2023 0:21:48,10/12/2023,MSNBC,All In With Chris Hayes,"the fox news channel to identify the domestic enemies on scapegoats after the mass slaughter in southern israel. yesterday, fox reporter relentlessly prosecuted congresswoman to leave, alone -- through the halls of the capitol. congresswoman, --  _",Israeli Victims
https://archive.org/details/CNNW_20231012_000000_Anderson_Cooper_360#start/225/end/260,10/12/2023 0:04:00,10/12/2023,CNN,Anderson Cooper 360,"of hours ago. we'll check in with nic robertson in a moment. we'll also check in with micah silver berg, who was at the music festival, one of the largest slaughters of people, more than 260, according to israeli officials. he and a friend managed to get",Israeli Victims
https://archive.org/details/MSNBCW_20231012_000000_All_In_With_Chris_Hayes#start/61/end/96,10/12/2023 0:01:16,10/12/2023,MSNBC,All In With Chris Hayes,continuing to strike gaza today in retaliation for the massacre of civilians. hamas carried out across the border in israel on saturday. the death toll from that massacre now stands at over 1200 people.,Israeli Victims
https://archive.org/details/MSNBCW_20231013_220000_The_Beat_With_Ari_Melber#start/5300/end/5335,10/13/2023 23:28:35,10/13/2023,MSNBC,The Beat With Ari Melber,"for there to be a solution that is acceptable to everybody which is not including massacring everybody, is frankly for the people of gaza to stand up and somehow throw hamas out. seems an impossible task because",Israeli Victims
https://archive.org/details/CNNW_20231013_230000_Erin_Burnett_OutFront#start/672/end/707,10/13/2023 23:11:27,10/13/2023,CNN,Erin Burnett OutFront,"the region just days before hamas launched it's unprecedented slaughter in israel. what exactly do these intelligence assessments show? so, there were two u.s.",Israeli Victims
https://archive.org/details/CNNW_20231013_230000_Erin_Burnett_OutFront#start/592/end/627,10/13/2023 23:10:07,10/13/2023,CNN,Erin Burnett OutFront,"america's support for israel is iron-clad. and not just military support, e.u. leaders came close to gaza to see for themselves why some of hamas' most brutal murders were executed. but,",Israeli Victims
https://archive.org/details/MSNBCW_20231013_220000_The_Beat_With_Ari_Melber#start/171/end/206,10/13/2023 22:03:06,10/13/2023,MSNBC,The Beat With Ari Melber,"civilians in israel. there's hamas footage that was now discovered at that music festival massacre, released by israel. it depicts terrorists shooting into port-a-potties where civilians had tried to go to run and hide.",Israeli Victims
https://archive.org/details/CNNW_20231013_210000_The_Lead_With_Jake_Tapper#start/609/end/644,10/13/2023 21:10:24,10/13/2023,CNN,The Lead With Jake Tapper,"eu leaders came close to gaza to see for themselves where some of hamas' most brutal murders were executed. but inside gaza, fears escalating about what the coming",Israeli Victims
https://archive.org/details/MSNBCW_20231013_200000_Deadline_White_House#start/4095/end/4130,10/13/2023 21:08:30,10/13/2023,MSNBC,Deadline White House,"all of israel and all the world woke up to what jeremy bash just reminded us was the largest slaughter of jewish people since the holocaust. what is the national psyche? reporter: you know, a lot of things are true at once, nicole.",Israeli Victims
https://archive.org/details/CNNW_20231013_200000_The_Lead_With_Jake_Tapper#start/2166/end/2201,10/13/2023 20:36:21,10/13/2023,CNN,The Lead With Jake Tapper,"the palestinian people, half who are kids, how seriously can you expect them to rise up if they are brutal murderers, which they are? we do not expect them to rebel. we cannot decide for them how to",Israeli Victims
https://archive.org/details/MSNBCW_20231013_200000_Deadline_White_House#start/663/end/698,10/13/2023 20:11:18,10/13/2023,MSNBC,Deadline White House,"efforts to put it in our reare on. that seems like a coordinated message. 'morning joe' said compared to al quite da, he compared the slaughter of the israelis saying it was worse than what al qaeda did and drooibing hamas seems to",Israeli Victims
https://archive.org/details/CNNW_20231013_200000_The_Lead_With_Jake_Tapper#start/560/end/595,10/13/2023 20:09:35,10/13/2023,CNN,The Lead With Jake Tapper,"should be off limits, all civilians should be safe. jake? clarissa ward, thank you so much. while we have generally been focused this week on the victims of the brutal hamas terrorist attack on israel, the deadliest day for the jewish people since",Israeli Victims
https://archive.org/details/CNNW_20231013_180000_CNN_News_Central#start/1956/end/1991,10/13/2023 18:32:51,10/13/2023,CNN,CNN News Central,"the palestinians and israel in the weeks ahead. and then we saw what happened over the weekend, this horrible massacre. there is a difference between being told, hey, something is cooking and then being told something very specific. and 2020 is hindsight. but what are you thinking and",Israeli Victims
https://archive.org/details/CNNW_20231013_180000_CNN_News_Central#start/971/end/1006,10/13/2023 18:16:26,10/13/2023,CNN,CNN News Central,"hamas, killing over 1300 israelis, murdering, raping, slaughtering children, the elderly and on top of that, we know that we have 130 to 150 hostages in gaza. i would like to see the u.n. agencies come out and demand that hamas release the hochstag.",Israeli Victims
https://archive.org/details/CNNW_20231013_160000_Inside_Politics_With_Dana_Bash#start/2664/end/2699,10/13/2023 16:44:39,10/13/2023,CNN,Inside Politics With Dana Bash,"students held a vigil to celebrate, quote, the martyrs of palestine. not to protest what many call the occupation, not to object to the israeli government's promise to bomb cities in gaza, but to applaud the murders who carried out the single biggest slaughter of jews since the holocaust. i should say on wednesday the",Israeli Victims
https://archive.org/details/MSNBCW_20231013_160000_Andrea_Mitchell_Reports#start/812/end/847,10/13/2023 16:13:47,10/13/2023,MSNBC,Andrea Mitchell Reports,"horrific terrorist invasion of their own country, the slaughter of their own civilians. but also in the north it's important to note that israel withdrew. they had been up towards the river after the 1982 lebanon war. they withdrew back down to the previous borderline, and",Israeli Victims
https://archive.org/details/MSNBCW_20231013_140000_Ana_Cabrera_Reports#start/3158/end/3193,10/13/2023 14:52:53,10/13/2023,MSNBC,Ana Cabrera Reports,"palestinian uprising, and then we saw a surge in hate crimes. we saw it in the '90s during -- after the hebron massacre. it is prudent to do this across the t country. note that, yes, it is",Israeli Victims
https://archive.org/details/MSNBCW_20231013_140000_Ana_Cabrera_Reports#start/657/end/692,10/13/2023 14:11:12,10/13/2023,MSNBC,Ana Cabrera Reports,this is one of the realities that israelis have been living with ever since hamas came to power. they're a brutal and formidable enemy. they have no qualms whatsoever about shooting rockets into urban centers to deliberately,Israeli Victims
https://archive.org/details/MSNBCW_20231013_140000_Ana_Cabrera_Reports#start/299/end/334,10/13/2023 14:05:14,10/13/2023,MSNBC,Ana Cabrera Reports,"1300 israelis killed in those hamas massacres. so we are now, i think, waiting for a major turning point, what will happen tonight at the stroke of midnight. will it be the start of a ground invasion, why is israel telling the people to leave the north now, clearly because it plans to do something dramatically",Israeli Victims
https://archive.org/details/MSNBCW_20231013_140000_Ana_Cabrera_Reports#start/67/end/102,10/13/2023 14:01:22,10/13/2023,MSNBC,Ana Cabrera Reports,"right now a brutal new warning for around 1 million palestinians, leave northern gaza immediately as the world holds its breath for a possibly imminent ground invasion. the damage inside gaza already massive, no fuel, no",Israeli Victims
https://archive.org/details/MSNBCW_20231013_100000_Morning_Joe#start/14365/end/14400,10/13/2023 13:59:40,10/13/2023,MSNBC,Morning Joe,"trayvon martin or george floyd, where are y'all? well, they won't have to ask where i am. i'm going to stand up for the slaughter that happened in israel and stand up for the rights of palestinians. and the last word to you",Israeli Victims
https://archive.org/details/CNNW_20231013_130000_CNN_News_Central#start/1493/end/1528,10/13/2023 13:25:08,10/13/2023,CNN,CNN News Central,"this threat. they cannot be permitted to govern the gaza strip as a staging ground for brutal massacres against israel. we won't permit it. when you say go, go where? as you know, the crossing into egypt in the south is closed as",Israeli Victims
https://archive.org/details/MSNBCW_20231013_100000_Morning_Joe#start/11960/end/11995,10/13/2023 13:19:35,10/13/2023,MSNBC,Morning Joe,"say what happened was wrong. it gives us the moral authority to say maybe we should look at this whole thing with the palestinians that are now going to be displaced differently, because we have said this was slaughter, these were",Israeli Victims
https://archive.org/details/MSNBCW_20231013_100000_Morning_Joe#start/11944/end/11979,10/13/2023 13:19:19,10/13/2023,MSNBC,Morning Joe,"credibility when you talk about gun control here, but you don't care about slaughter in israel? you can question netanyahu. you can question him telling a million people to relocate. but you can't do it if you don't",Israeli Victims
https://archive.org/details/CNNW_20231013_120000_CNN_This_Morning#start/585/end/620,10/13/2023 12:10:00,10/13/2023,CNN,CNN This Morning,"media videos, trying to put together a picture of how hamas was able to train for last saturday's brutal attacks for years right under israel's nose. take a look.",Israeli Victims
https://archive.org/details/MSNBCW_20231013_100000_Morning_Joe#start/5567/end/5602,10/13/2023 11:33:02,10/13/2023,MSNBC,Morning Joe,to the israeli people for those killed or wounded in this terrible slaughter by hamas. i'm also here in solidarity with all the families still living the waking nightmare of not knowing the fate of their loved,Israeli Victims
https://archive.org/details/CNNW_20231013_110000_CNN_This_Morning#start/177/end/212,10/13/2023 11:03:12,10/13/2023,CNN,CNN This Morning,"warning, families with small children heading south carrying whatever they can. and this morning israeli air strikes and artillery continue to pound gaza, hamas is claiming those strikes have killed 13 hos tangs abducted during the weekend massacre, the israeli",Israeli Victims
https://archive.org/details/CNNW_20231013_100000_CNN_This_Morning#start/84/end/119,10/13/2023 10:01:39,10/13/2023,CNN,CNN This Morning,"heeding that rn with aing, families with small children are walking south carrying whatever they can. and this morning israeli forces have continued to hit gaza and hamas is now claiming air strikes have killed 13 hostages, those hostages abducted they say during last weekend's massacre.",Israeli Victims
https://archive.org/details/MSNBCW_20231013_080000_Alex_Wagner_Tonight#start/916/end/951,10/13/2023 8:15:31,10/13/2023,MSNBC,Alex Wagner Tonight,"occupation and violations towards palestinians for the massacre we sawle on saturday. the saudis will tell you privately that they don't think that this derails these normalization efforts, that they would still like toal move ahea but they feel like they are",Israeli Victims
https://archive.org/details/MSNBCW_20231013_070000_All_In_With_Chris_Hayes#start/2334/end/2369,10/13/2023 7:39:09,10/13/2023,MSNBC,All In With Chris Hayes,"we've seen from the israeli survivors of the last terror attack. the images and words of the survivors on me. i can imagine a 24 year old version of myself out of music festival like the one that was cited that slaughter. and, like the story that we",Israeli Victims
https://archive.org/details/MSNBCW_20231013_070000_All_In_With_Chris_Hayes#start/2286/end/2321,10/13/2023 7:38:21,10/13/2023,MSNBC,All In With Chris Hayes,"inaccessible and dangerous places in the world at the moment. even before saturday's massacre by hamas, gaza was largely closed off by the israeli blockade that's going on over a dozen years. within it, hamas runs a one",Israeli Victims
https://archive.org/details/MSNBCW_20231013_070000_All_In_With_Chris_Hayes#start/2226/end/2261,10/13/2023 7:37:21,10/13/2023,MSNBC,All In With Chris Hayes,"massacre, is that they have hostages. and if that doesn't prevent israel from coming in, why keep those hostages? the other thing that hamas does is they're likely to use them as human shields. and that's a complicated place",Israeli Victims
https://archive.org/details/MSNBCW_20231013_070000_All_In_With_Chris_Hayes#start/823/end/858,10/13/2023 7:13:58,10/13/2023,MSNBC,All In With Chris Hayes,"going on in our world right now. you were in israel on that saturday when the hamas massacre happened in the south. you are also in the region, i believe, after that, if i'm not mistaken. what is your take away back",Israeli Victims
https://archive.org/details/MSNBCW_20231013_070000_All_In_With_Chris_Hayes#start/434/end/469,10/13/2023 7:07:29,10/13/2023,MSNBC,All In With Chris Hayes,"he spoke in a joint press conference with israeli prime minister benjamin netanyahu. in his speech, blinken, who stepfather survived the holocaust, evoked his jewish heritage and a message of solidarity with the jewish people. i come before you not only is the united states secretary of state but also as a jew. i understand, on a personal level, the harrowing echoes of hamas's massacres carry for",Israeli Victims
https://archive.org/details/MSNBCW_20231013_060000_The_11th_Hour_With_Stephanie_Ruhle#start/3170/end/3205,10/13/2023 6:53:05,10/13/2023,MSNBC,The 11th Hour With Stephanie Ruhle,"peace. they care about war. they are charter says that they exist to make war, to get rid of israel, to slaughter jews. they take the poor palestinians in gaza and put them in harm's way intentionally because they think the deaths of palestinians will help their cause.",Israeli Victims
https://archive.org/details/MSNBCW_20231013_060000_The_11th_Hour_With_Stephanie_Ruhle#start/3122/end/3157,10/13/2023 6:52:17,10/13/2023,MSNBC,The 11th Hour With Stephanie Ruhle,"generations signing up to be reserved to defend their country to take on these while terrorists and make sure that gaza no longer serves as the terror base from which these kinds of awful, brutal attacks are launched. it is important for everyone to recognize that this is not a time for either or, either",Israeli Victims
https://archive.org/details/CNNW_20231013_050000_The_Source_With_Kaitlan_Collins#start/2211/end/2246,10/13/2023 5:37:06,10/13/2023,CNN,The Source With Kaitlan Collins,an israeli woman literally took a bullet for her son to save his life during last weekend's brutal hamas attack. you will hear a heartbreaking interview with her children who lost both parents in the rampage. that's when we come back.,Israeli Victims
https://archive.org/details/CNNW_20231013_050000_The_Source_With_Kaitlan_Collins#start/1530/end/1565,10/13/2023 5:25:45,10/13/2023,CNN,The Source With Kaitlan Collins,thing. the arrogance is here to stay even though israel is paying a high price once again. just briefly explain that for us. those where wait and before i knew how big was the massacre,Israeli Victims
https://archive.org/details/CNNW_20231013_050000_The_Source_With_Kaitlan_Collins#start/1464/end/1499,10/13/2023 5:24:39,10/13/2023,CNN,The Source With Kaitlan Collins,the israeli ground offensive may be imminent in retaliation for the hamas massacres that killed 1200 people. [speaking in a non-english language] [sound of artillery] the idea says some 300000,Israeli Victims
https://archive.org/details/MSNBCW_20231013_050000_The_Last_Word_With_Lawrence_ODonnell#start/791/end/826,10/13/2023 5:13:26,10/13/2023,MSNBC,The Last Word With Lawrence ODonnell,"destroy the state of israel and to slaughter jews. this is no different, a conviction, belief, or dogma that is no different from that which led to the gas chambers. and that is the source of the primal dread. you are in tel aviv, a city which on most days is as",Israeli Victims
https://archive.org/details/MSNBCW_20231013_050000_The_Last_Word_With_Lawrence_ODonnell#start/126/end/161,10/13/2023 5:02:21,10/13/2023,MSNBC,The Last Word With Lawrence ODonnell,"hamas's massacres carry for israeli jews, indeed, for jews everywhere. i also come before you as a husband and father of young children. it's impossible for me to look at the photos of families killed such as the mother, father, and three small",Israeli Victims
https://archive.org/details/CNNW_20231013_040000_Anderson_Cooper_360#start/3274/end/3309,10/13/2023 4:54:49,10/13/2023,CNN,Anderson Cooper 360,"it is difficult to fully appreciate the anguish of israeli families who have lost loved ones in the senseless massacre. one mother was on the phone with her daughter, trapped at the music festival with gunfire all around. she still does not know if her",Israeli Victims
https://archive.org/details/MSNBCW_20231013_040000_Alex_Wagner_Tonight#start/907/end/942,10/13/2023 4:15:22,10/13/2023,MSNBC,Alex Wagner Tonight,"occupation and its violations toward palestinians for the massacre that we saw on saturday. the saudis will tell you privately that they don't think that this is the rails the normalization efforts. but they would still like to move ahead. but they feel like they are caught between, on the one hand,",Israeli Victims
https://archive.org/details/MSNBCW_20231013_030000_The_11th_Hour_With_Stephanie_Ruhle#start/3187/end/3222,10/13/2023 3:53:22,10/13/2023,MSNBC,The 11th Hour With Stephanie Ruhle,"suggestion is that this is somehow about peace. how much does not care about peace. they care about war. they are charter says that they exist to make war, to get rid of israel, to slaughter jews. they take the poor palestinians in gaza and put them in harm's",Israeli Victims
https://archive.org/details/MSNBCW_20231013_030000_The_11th_Hour_With_Stephanie_Ruhle#start/3153/end/3188,10/13/2023 3:52:48,10/13/2023,MSNBC,The 11th Hour With Stephanie Ruhle,"gaza no longer serves as the terror base from which these kinds of awful, brutal attacks are launched. it is important for everyone to recognize that this is not a time for either or, either israel or hamas. this is a time for everyone to",Israeli Victims
https://archive.org/details/MSNBCW_20231013_030000_The_11th_Hour_With_Stephanie_Ruhle#start/1553/end/1588,10/13/2023 3:26:08,10/13/2023,MSNBC,The 11th Hour With Stephanie Ruhle,"get -- they are going to die. more than 260 people killed in a massacre that went on for hours. [screaming] -- others were kidnapped and dragged into gaza. today, we walked the ghostly",Israeli Victims
https://archive.org/details/MSNBCW_20231013_020000_The_Last_Word_With_Lawrence_ODonnell#start/1025/end/1060,10/13/2023 2:17:20,10/13/2023,MSNBC,The Last Word With Lawrence ODonnell,"such a rampage and slaughter. there are a lot of thoughtful israelis who are thinking about the broader question, who are trying to distinguish between hamas and the palestinian people, between women and children now being killed through the israeli retaliation,",Israeli Victims
https://archive.org/details/MSNBCW_20231013_020000_The_Last_Word_With_Lawrence_ODonnell#start/793/end/828,10/13/2023 2:13:28,10/13/2023,MSNBC,The Last Word With Lawrence ODonnell,"jews are vulnerable to attack from an organization who is kevin says its aim is to destroy the state of israel and to slaughter jews. this is no different, a conviction, belief, or dogma",Israeli Victims
https://archive.org/details/CNNW_20231013_020000_CNN_NewsNight_with_Abby_Phillip#start/138/end/173,10/13/2023 2:02:33,10/13/2023,CNN,CNN NewsNight with Abby Phillip,"and now, because of that massacre by hamas, the civilians of gaza, who the militants use as human shields, are now in the line of fire. and that includes hundreds of thousands of children. listen to this bbc reporter, who",Israeli Victims
https://archive.org/details/MSNBCW_20231013_020000_The_Last_Word_With_Lawrence_ODonnell#start/128/end/163,10/13/2023 2:02:23,10/13/2023,MSNBC,The Last Word With Lawrence ODonnell,"on a personal level, the harrowing echoes that hamas's massacres carry for israeli jews, indeed, for jews everywhere. i also come before you as a",Israeli Victims
https://archive.org/details/CNNW_20231013_020000_CNN_NewsNight_with_Abby_Phillip#start/105/end/140,10/13/2023 2:02:00,10/13/2023,CNN,CNN NewsNight with Abby Phillip,"but it's the harsh, brutal reality of what happened. the israeli prime minister releasing this picture of a baby, an infant, no longer alive, covered in blood, tiny legs still in a diaper.",Israeli Victims
https://archive.org/details/CNNW_20231013_010000_The_Source_With_Kaitlan_Collins#start/1079/end/1114,10/13/2023 1:18:14,10/13/2023,CNN,The Source With Kaitlan Collins,"slaughter of well over 1000 people who were killed in israel by hamas. it is just one of the photos that was shown earlier today to secretary of state antony blinken when he was in tel aviv, shortly before he compared hamas",Israeli Victims
https://archive.org/details/MSNBCW_20231013_010000_Alex_Wagner_Tonight#start/911/end/946,10/13/2023 1:15:26,10/13/2023,MSNBC,Alex Wagner Tonight,"statement, essentially blaming israel for what happened on saturday, blaming the israeli occupation and its violations toward palestinians for the massacre that we saw on saturday. the saudis will tell you privately that they don't think that this is the rails the",Israeli Victims
https://archive.org/details/MSNBCW_20231013_000000_All_In_With_Chris_Hayes#start/2290/end/2325,10/13/2023 0:38:25,10/13/2023,MSNBC,All In With Chris Hayes,"massacre by hamas, because it was largely closed off by an israeli blockade from over a dozen years. with and, it hamas runs a brutal one party state with no elections and to saint is punished. this, among many other factors,",Israeli Victims
https://archive.org/details/MSNBCW_20231013_000000_All_In_With_Chris_Hayes#start/828/end/863,10/13/2023 0:14:03,10/13/2023,MSNBC,All In With Chris Hayes,"going on in our world right now. you were in israel on that saturday when the hamas massacre happened in the south. you are also in the region, i believe, after that, if i'm not mistaken. what is your take away back",Israeli Victims
https://archive.org/details/CNNW_20231013_000000_Anderson_Cooper_360#start/236/end/271,10/13/2023 0:04:11,10/13/2023,CNN,Anderson Cooper 360,hamas massacre carries for israeli jews indeed and jews everywhere . i also come before you as a husband and father of young children. it is impossible for me to look,Israeli Victims
https://archive.org/details/CNNW_20231013_000000_Anderson_Cooper_360#start/109/end/144,10/13/2023 0:02:04,10/13/2023,CNN,Anderson Cooper 360,"good evening, 3:00 a.m. in israel tonight, in tel aviv. earlier today close to the border with gaza, the site of the single biggest massacre that took place on saturday. up close look at the side of the music festival where gun",Israeli Victims
https://archive.org/details/MSNBCW_20231014_230000_Inside_With_Jen_Psaki#start/2633/end/2668,10/14/2023 23:44:08,10/14/2023,MSNBC,Inside With Jen Psaki,and israel says the mastermind of saturdays orchestrated slaughter. he chose to ten we butchers in the bedroom to kill our babies. when they chose to go full,Israeli Victims
https://archive.org/details/CNNW_20231014_230000_Israel_at_War#start/1967/end/2002,10/14/2023 23:33:02,10/14/2023,CNN,Israel at War,and up to 4 hours of battery back-up to keep you online. only from xfinity. home of the xfinity 10g network. israeli officials believe as many as 150 people were taken hostages during hamas's brutal assault last weekend. they are hoping for signs of,Israeli Victims
https://archive.org/details/CNNW_20231014_220000_Israel_at_War#start/486/end/521,10/14/2023 22:08:21,10/14/2023,CNN,Israel at War,"terror blitz on israel, hundreds of israelis remain missing. among them is an 85-year-old woman. one hamas propaganda video released shortly after gunmen invaded israel's villages with that brutal slaughter shows an",Israeli Victims
https://archive.org/details/MSNBCW_20231014_220000_Inside_With_Jen_Psaki#start/385/end/420,10/14/2023 22:06:40,10/14/2023,MSNBC,Inside With Jen Psaki,"this conflict has seen so much different from the outside, as it is seen in gaza. from the outside, it is quite simple. hamas, a terrorist organization, carried out a brutal atrocity,",Israeli Victims
https://archive.org/details/CNNW_20231014_210000_Israel_at_War#start/991/end/1026,10/14/2023 21:16:46,10/14/2023,CNN,Israel at War,hamas fighters attacked multiple sites in israel. a slaughter that has shocked the world. more than a week later many families still do not know what is happening to their loved,Israeli Victims
https://archive.org/details/CNNW_20231014_200000_Israel_at_War#start/1307/end/1342,10/14/2023 20:22:02,10/14/2023,CNN,Israel at War,"brutal in the best of times, and this is far from that. secondarily, i can tell you, and this is the subject of much conversation between the united states and israel, there's -- if the israelis don't succeed in going after hamas in a way consistent with the protection",Israeli Victims
https://archive.org/details/MSNBCW_20231014_200000_Symone#start/880/end/915,10/14/2023 20:14:55,10/14/2023,MSNBC,Symone,"defense for a spokesperson, going to get into all of the coming hours could look like on the ground. and later, a descendant of holocaust survivors joins us to talk about the ten family members missing after hamas's brutal assault on israel.",Israeli Victims
https://archive.org/details/MSNBCW_20231014_190000_Yasmin_Vossoughian_Reports#start/3443/end/3478,10/14/2023 19:57:38,10/14/2023,MSNBC,Yasmin Vossoughian Reports,"there are militants across israel. even if they destroy hamas and gaza, i keep saying that when you mow the line, it goes back. they maudeline, not to the same extent that they're going to in 2014. we see this much more brutal",Israeli Victims
https://archive.org/details/CNNW_20231014_190000_Israel_at_War#start/1264/end/1299,10/14/2023 19:21:19,10/14/2023,CNN,Israel at War,"not want to kill civilians ever. you know, the only time that civilians are being killed is because they're in the cross fires of a war that hamas wages, while hamas is shooting rockets directly at civilians and going into israel and slaughters villages. we have to understand where the source of this problem is here. it's not just hamas. there's a lot of different",Israeli Victims
https://archive.org/details/CNNW_20231014_190000_Israel_at_War#start/1075/end/1110,10/14/2023 19:18:10,10/14/2023,CNN,Israel at War,"soldier with the israeli defense forces and a jewish israeli human rights activist. rudy, i guess what's happening where you are, and what do you think is coming next? so it's been a week since we've had, you know, this massacre happen to us in israel,",Israeli Victims
https://archive.org/details/CNNW_20231014_180000_Israel_at_War#start/3069/end/3104,10/14/2023 18:51:24,10/14/2023,CNN,Israel at War,"provided specific warnings of an increased risk for conflict to israel before the hamas attack occurred last week. why wasn't israel able to anticipate such a sophisticated a brutal assault? there were signs out there,",Israeli Victims
https://archive.org/details/CNNW_20231014_180000_Israel_at_War#start/1944/end/1979,10/14/2023 18:32:39,10/14/2023,CNN,Israel at War,"means standing with israel until hamas is defeated. that's what has to happen here. hamas must be defeated so that it can no longer wage warlike that brutal attack, the worst day, the most violent, brutal attack against the jewish",Israeli Victims
https://archive.org/details/CNNW_20231014_180000_Israel_at_War#start/1721/end/1756,10/14/2023 18:28:56,10/14/2023,CNN,Israel at War,safe. of course we're worried about rising anti-semitism. it all started as a result of this brutal attack by a terror group bent on the destruction of israel and the massacre of jews. what kind of security or safety precautions are taking,Israeli Victims
https://archive.org/details/MSNBCW_20231014_180000_Yasmin_Vossoughian_Reports#start/726/end/761,10/14/2023 18:12:21,10/14/2023,MSNBC,Yasmin Vossoughian Reports,"hamas is an ongoing war crime. not just the slaughter of hundreds of israelis, but the the way they are putting at risk their own palestinian population. idf has to flood the zone.",Israeli Victims
https://archive.org/details/MSNBCW_20231014_170000_Yasmin_Vossoughian_Reports#start/3030/end/3065,10/14/2023 17:50:45,10/14/2023,MSNBC,Yasmin Vossoughian Reports,"to know? that we are fighting for our lives. we are doing our best. there is so much fake news and misinformation. israel is being shown as this cruel, brutal, army.",Israeli Victims
https://archive.org/details/CNNW_20231014_170000_Israel_at_War#start/1948/end/1983,10/14/2023 17:32:43,10/14/2023,CNN,Israel at War,"secretary general talking about crimes against humanity, it's hamas that's starting the crimes against humanity. this was a terrorist act. it was a slaughter last saturday. it was done deliberately to provoke what the israelis have no choice but to do.",Israeli Victims
https://archive.org/details/CNNW_20231014_150000_Israel_at_War#start/3133/end/3168,10/14/2023 15:52:28,10/14/2023,CNN,Israel at War,"do for years, knowing it would be bloody on both sides. israel didn't want to do it, but feels the massacres that happened a week ago make this necessary. what about in the north, the",Israeli Victims
https://archive.org/details/MSNBCW_20231014_150000_Lindsey_Reiser_Reports#start/1610/end/1645,10/14/2023 15:27:05,10/14/2023,MSNBC,Lindsey Reiser Reports,"rescue the hundred and 50 hostages in gaza will be brutal and painful. at this point, we have almost zero information, new to the israelis about where these hundred and 50 hostages are being held.",Israeli Victims
https://archive.org/details/CNNW_20231014_150000_Israel_at_War#start/1548/end/1583,10/14/2023 15:26:03,10/14/2023,CNN,Israel at War,massacres against israel. we will destroy its infrastructure. we will take out its leaders and we will utilize all of the tools and weapons that we have in order to restore security to the state of israel.,Israeli Victims
https://archive.org/details/CNNW_20231014_150000_Israel_at_War#start/1436/end/1471,10/14/2023 15:24:11,10/14/2023,CNN,Israel at War,"capabilities, its leadership. the master mind of the massacre down to the terrorist that breached the barrier into israel. so yes, we are calling on everybody in the north of the gaza strip to evacuate.",Israeli Victims
https://archive.org/details/CNNW_20231014_130000_Smerconish#start/68/end/103,10/14/2023 13:01:23,10/14/2023,CNN,Smerconish,the ground war seems imminent but how its described is already a subject of debate. i'm in philadelphia. one week from the brutal attack by hamas to israel and now,Israeli Victims
